date,channel,sub_channel,site,os_type,country,f_value,nb_users,nb_orders,nb_gmv,ab_users,ab_orders,ab_gmv,campaign_id,format,app_id,app_name,creative_type
2025-08-22,SNS Ads,Moloco,app,android,US,bm|moloco|AHcJ4uAqlJ37zm7y|,0.0,0.0,0.0,1,5,143.54,AHcJ4uAqlJ37zm7y,,,,
2025-08-22,SNS Ads,Moloco,app,android,US,bm|moloco|B9nx97yUEr0lJI7E|,0.0,0.0,0.0,1,4,185.1,B9nx97yUEr0lJI7E,,,,
2025-08-22,SNS Ads,Moloco,app,android,US,bm|moloco|NdSt5juaknXB8Voa|,0.0,0.0,0.0,1,1,56.66,NdSt5juaknXB8Voa,,,,
2025-08-22,SNS Ads,Moloco,app,android,US,bm|moloco|TJTyybqmB5FROr4l|,0.0,0.0,0.0,17,29,1552.13,TJTyybqmB5FROr4l,,,,
2025-08-23,SNS Ads,Moloco,app,android,US,bm|moloco|TJTyybqmB5FROr4l|,1.0,1.0,172.4,12,36,1753.48,TJTyybqmB5FROr4l,,,,
2025-08-23,SNS Ads,Moloco,app,android,US,bm|moloco|B9nx97yUEr0lJI7E|,0.0,0.0,0.0,2,2,58.28,B9nx97yUEr0lJI7E,,,,
2025-08-23,SNS Ads,Moloco,app,android,US,bm|moloco|,0.0,0.0,0.0,1,1,20.58,,,,,
2025-08-24,SNS Ads,Moloco,app,android,UK,bm|moloco|HXhn6QKlWyUMQ1zS|,0.0,0.0,0.0,1,2,65.02,HXhn6QKlWyUMQ1zS,,,,
2025-08-24,SNS Ads,Moloco,app,android,US,bm|moloco|AHcJ4uAqlJ37zm7y|,0.0,0.0,0.0,1,1,33.98,AHcJ4uAqlJ37zm7y,,,,
2025-08-24,SNS Ads,Moloco,app,android,US,bm|moloco|B9nx97yUEr0lJI7E|,0.0,0.0,0.0,1,3,109.45,B9nx97yUEr0lJI7E,,,,
2025-08-24,SNS Ads,Moloco,app,android,US,bm|moloco|TJTyybqmB5FROr4l|,0.0,0.0,0.0,11,26,981.41,TJTyybqmB5FROr4l,,,,
2025-08-24,SNS Ads,Moloco,app,android,US,bm|moloco|rNUzqqOlVT1Ss0nm|,0.0,0.0,0.0,1,1,83.94,rNUzqqOlVT1Ss0nm,,,,
2025-08-25,SNS Ads,Moloco,app,android,US,bm|moloco|Ru9KxuXpkF5aqAfe|,0.0,0.0,0.0,2,3,86.48,Ru9KxuXpkF5aqAfe,,,,
2025-08-25,SNS Ads,Moloco,app,android,US,bm|moloco|NdSt5juaknXB8Voa|,0.0,0.0,0.0,1,1,67.24,NdSt5juaknXB8Voa,,,,
2025-08-25,SNS Ads,Moloco,app,android,US,bm|moloco|TJTyybqmB5FROr4l|,1.0,1.0,31.4,8,11,412.61,TJTyybqmB5FROr4l,,,,
2025-08-25,SNS Ads,Moloco,app,android,UK,bm|moloco|HXhn6QKlWyUMQ1zS|,0.0,0.0,0.0,4,4,110.08,HXhn6QKlWyUMQ1zS,,,,
2025-08-25,SNS Ads,Moloco,app,android,US,bm|moloco|B9nx97yUEr0lJI7E|,0.0,0.0,0.0,1,1,79.41,B9nx97yUEr0lJI7E,,,,
2025-08-26,SNS Ads,Moloco,app,android,UK,bm|moloco|HXhn6QKlWyUMQ1zS|,0.0,0.0,0.0,2,2,186.37,HXhn6QKlWyUMQ1zS,,,,
2025-08-26,SNS Ads,Moloco,app,android,US,bm|moloco|B9nx97yUEr0lJI7E|,1.0,2.0,78.73,1,2,78.73,B9nx97yUEr0lJI7E,,,,
2025-08-26,SNS Ads,Moloco,app,android,US,bm|moloco|Ru9KxuXpkF5aqAfe|,0.0,0.0,0.0,1,1,17.92,Ru9KxuXpkF5aqAfe,,,,
2025-08-26,SNS Ads,Moloco,app,android,US,bm|moloco|TJTyybqmB5FROr4l|,0.0,0.0,0.0,10,22,998.18,TJTyybqmB5FROr4l,,,,
2025-08-27,SNS Ads,Moloco,app,android,US,bm|moloco|TJTyybqmB5FROr4l|,2.0,2.0,161.83,8,19,980.39,TJTyybqmB5FROr4l,,,,
2025-08-27,SNS Ads,Moloco,app,android,FR,bm|moloco|HXhn6QKlWyUMQ1zS|,0.0,0.0,0.0,2,3,85.44,HXhn6QKlWyUMQ1zS,,,,
2025-08-27,SNS Ads,Moloco,app,android,UK,bm|moloco|HXhn6QKlWyUMQ1zS|,0.0,0.0,0.0,1,1,16.97,HXhn6QKlWyUMQ1zS,,,,
2025-08-27,SNS Ads,Moloco,app,android,US,bm|moloco|B9nx97yUEr0lJI7E|,0.0,0.0,0.0,1,3,91.79,B9nx97yUEr0lJI7E,,,,
2025-08-27,SNS Ads,Moloco,app,android,US,bm|moloco|NdSt5juaknXB8Voa|,0.0,0.0,0.0,1,1,26.24,NdSt5juaknXB8Voa,,,,
2025-08-27,SNS Ads,Moloco,app,android,US,bm|moloco|oyNH3jPWz3Fs9P5g|,0.0,0.0,0.0,1,3,69.85,oyNH3jPWz3Fs9P5g,,,,
2025-08-28,SNS Ads,Moloco,app,android,US,bm|moloco|TJTyybqmB5FROr4l|,1.0,3.0,55.08,8,15,739.46,TJTyybqmB5FROr4l,,,,
2025-08-28,SNS Ads,Moloco,app,android,US,bm|moloco|B9nx97yUEr0lJI7E|,0.0,0.0,0.0,1,2,32.6,B9nx97yUEr0lJI7E,,,,
2025-08-28,SNS Ads,Moloco,app,android,FR,bm|moloco|HXhn6QKlWyUMQ1zS|,0.0,0.0,0.0,1,2,52.62,HXhn6QKlWyUMQ1zS,,,,
2025-08-28,SNS Ads,Moloco,app,android,UK,bm|moloco|HXhn6QKlWyUMQ1zS|,0.0,0.0,0.0,3,6,216.3,HXhn6QKlWyUMQ1zS,,,,
2025-08-29,SNS Ads,Moloco,app,android,FR,bm|moloco|HXhn6QKlWyUMQ1zS|,0.0,0.0,0.0,2,5,190.25,HXhn6QKlWyUMQ1zS,,,,
2025-08-29,SNS Ads,Moloco,app,android,UK,bm|moloco|HXhn6QKlWyUMQ1zS|,0.0,0.0,0.0,5,6,157.28,HXhn6QKlWyUMQ1zS,,,,
2025-08-29,SNS Ads,Moloco,app,android,US,bm|moloco|B9nx97yUEr0lJI7E|,0.0,0.0,0.0,2,5,177.49,B9nx97yUEr0lJI7E,,,,
2025-08-29,SNS Ads,Moloco,app,android,US,bm|moloco|TJTyybqmB5FROr4l|,0.0,0.0,0.0,19,33,1569.63,TJTyybqmB5FROr4l,,,,
2025-08-29,SNS Ads,Moloco,app,android,US,bm|moloco|jrtRm6qYBVNifyzY|,0.0,0.0,0.0,2,2,150.73,jrtRm6qYBVNifyzY,,,,
2025-08-29,SNS Ads,Moloco,app,android,US,bm|moloco|oyNH3jPWz3Fs9P5g|,0.0,0.0,0.0,1,1,280.86,oyNH3jPWz3Fs9P5g,,,,
2025-08-30,SNS Ads,Moloco,app,android,US,bm|moloco|TJTyybqmB5FROr4l|,0.0,0.0,0.0,20,35,1918.65,TJTyybqmB5FROr4l,,,,
2025-08-30,SNS Ads,Moloco,app,android,US,bm|moloco|oyNH3jPWz3Fs9P5g|,0.0,0.0,0.0,1,1,76.37,oyNH3jPWz3Fs9P5g,,,,
2025-08-30,SNS Ads,Moloco,app,android,US,bm|moloco|dHYxn6mpzo9yOH1z|,0.0,0.0,0.0,1,1,36.02,dHYxn6mpzo9yOH1z,,,,
2025-08-30,SNS Ads,Moloco,app,android,US,bm|moloco|B9nx97yUEr0lJI7E|,0.0,0.0,0.0,1,4,389.52,B9nx97yUEr0lJI7E,,,,
2025-08-30,SNS Ads,Moloco,app,android,UK,bm|moloco|HXhn6QKlWyUMQ1zS|,0.0,0.0,0.0,2,5,115.81,HXhn6QKlWyUMQ1zS,,,,
2025-08-31,SNS Ads,Moloco,app,android,FR,bm|moloco|HXhn6QKlWyUMQ1zS|,0.0,0.0,0.0,1,2,35.0,HXhn6QKlWyUMQ1zS,,,,
2025-08-31,SNS Ads,Moloco,app,android,UK,bm|moloco|HXhn6QKlWyUMQ1zS|,0.0,0.0,0.0,4,6,368.54,HXhn6QKlWyUMQ1zS,,,,
2025-08-31,SNS Ads,Moloco,app,android,US,bm|moloco|R4nwmWa7AVFksyam|,0.0,0.0,0.0,1,1,30.47,R4nwmWa7AVFksyam,,,,
2025-08-31,SNS Ads,Moloco,app,android,US,bm|moloco|TJTyybqmB5FROr4l|,1.0,3.0,87.29,14,34,1733.57,TJTyybqmB5FROr4l,,,,
2025-08-31,SNS Ads,Moloco,app,android,US,bm|moloco|jrtRm6qYBVNifyzY|,0.0,0.0,0.0,2,5,148.23,jrtRm6qYBVNifyzY,,,,
2025-09-01,SNS Ads,Moloco,app,android,US,bm|moloco|jrtRm6qYBVNifyzY|,0.0,0.0,0.0,3,3,212.72,jrtRm6qYBVNifyzY,,,,
2025-09-01,SNS Ads,Moloco,app,android,US,bm|moloco|TJTyybqmB5FROr4l|,0.0,0.0,0.0,7,9,605.17,TJTyybqmB5FROr4l,,,,
2025-09-01,SNS Ads,Moloco,app,android,US,bm|moloco|R4nwmWa7AVFksyam|,0.0,0.0,0.0,1,1,17.86,R4nwmWa7AVFksyam,,,,
2025-09-01,SNS Ads,Moloco,app,android,UK,bm|moloco|HXhn6QKlWyUMQ1zS|,2.0,4.0,248.02,8,11,519.13,HXhn6QKlWyUMQ1zS,,,,
2025-09-01,SNS Ads,Moloco,app,android,FR,bm|moloco|HXhn6QKlWyUMQ1zS|,0.0,0.0,0.0,2,3,131.92,HXhn6QKlWyUMQ1zS,,,,
2025-09-01,SNS Ads,Moloco,app,android,US,bm|moloco|B9nx97yUEr0lJI7E|,0.0,0.0,0.0,2,2,53.67,B9nx97yUEr0lJI7E,,,,
2025-09-02,SNS Ads,Moloco,app,android,US,bm|moloco|TJTyybqmB5FROr4l|,0.0,0.0,0.0,9,16,876.88,TJTyybqmB5FROr4l,,,,
2025-09-02,SNS Ads,Moloco,app,android,FR,bm|moloco|HXhn6QKlWyUMQ1zS|,0.0,0.0,0.0,5,7,268.53,HXhn6QKlWyUMQ1zS,,,,
2025-09-02,SNS Ads,Moloco,app,android,UK,bm|moloco|HXhn6QKlWyUMQ1zS|,0.0,0.0,0.0,4,9,262.05,HXhn6QKlWyUMQ1zS,,,,
2025-09-02,SNS Ads,Moloco,app,android,US,bm|moloco|AHcJ4uAqlJ37zm7y|,0.0,0.0,0.0,1,1,42.18,AHcJ4uAqlJ37zm7y,,,,
2025-09-02,SNS Ads,Moloco,app,android,US,bm|moloco|B9nx97yUEr0lJI7E|,0.0,0.0,0.0,1,1,27.79,B9nx97yUEr0lJI7E,,,,
2025-09-02,SNS Ads,Moloco,app,android,US,bm|moloco|R4nwmWa7AVFksyam|,0.0,0.0,0.0,1,1,32.54,R4nwmWa7AVFksyam,,,,
2025-09-03,SNS Ads,Moloco,app,android,US,bm|moloco|rNUzqqOlVT1Ss0nm|,0.0,0.0,0.0,1,2,46.73,rNUzqqOlVT1Ss0nm,,,,
2025-09-03,SNS Ads,Moloco,app,android,US,bm|moloco|oyNH3jPWz3Fs9P5g|,0.0,0.0,0.0,1,3,78.93,oyNH3jPWz3Fs9P5g,,,,
2025-09-03,SNS Ads,Moloco,app,android,US,bm|moloco|jrtRm6qYBVNifyzY|,0.0,0.0,0.0,1,1,53.09,jrtRm6qYBVNifyzY,,,,
2025-09-03,SNS Ads,Moloco,app,android,UK,bm|moloco|HXhn6QKlWyUMQ1zS|,1.0,1.0,62.84,7,11,383.72,HXhn6QKlWyUMQ1zS,,,,
2025-09-03,SNS Ads,Moloco,app,android,FR,bm|moloco|HXhn6QKlWyUMQ1zS|,0.0,0.0,0.0,4,6,236.25,HXhn6QKlWyUMQ1zS,,,,
2025-09-03,SNS Ads,Moloco,app,android,US,bm|moloco|TJTyybqmB5FROr4l|,0.0,0.0,0.0,14,25,1211.97,TJTyybqmB5FROr4l,,,,
2025-09-04,SNS Ads,Moloco,app,android,US,bm|moloco|TJTyybqmB5FROr4l|,0.0,0.0,0.0,17,36,1416.0,TJTyybqmB5FROr4l,,,,
2025-09-04,SNS Ads,Moloco,app,android,US,bm|moloco|NdSt5juaknXB8Voa|,0.0,0.0,0.0,1,1,107.15,NdSt5juaknXB8Voa,,,,
2025-09-04,SNS Ads,Moloco,app,android,US,bm|moloco|jFEsR8HG6ir58u9U|,0.0,0.0,0.0,1,2,84.16,jFEsR8HG6ir58u9U,,,,
2025-09-04,SNS Ads,Moloco,app,android,UK,bm|moloco|HXhn6QKlWyUMQ1zS|,0.0,0.0,0.0,7,13,335.13,HXhn6QKlWyUMQ1zS,,,,
2025-09-04,SNS Ads,Moloco,app,android,FR,bm|moloco|HXhn6QKlWyUMQ1zS|,0.0,0.0,0.0,2,2,73.83,HXhn6QKlWyUMQ1zS,,,,
2025-09-04,SNS Ads,Moloco,app,android,US,bm|moloco|B9nx97yUEr0lJI7E|,0.0,0.0,0.0,4,11,431.17,B9nx97yUEr0lJI7E,,,,
2025-09-04,SNS Ads,Moloco,app,android,US,bm|moloco|jrtRm6qYBVNifyzY|,0.0,0.0,0.0,2,2,93.89,jrtRm6qYBVNifyzY,,,,
2025-09-05,SNS Ads,Moloco,app,android,UK,bm|moloco|HXhn6QKlWyUMQ1zS|,0.0,0.0,0.0,2,3,88.89,HXhn6QKlWyUMQ1zS,,,,
2025-09-05,SNS Ads,Moloco,app,android,US,bm|moloco|jFEsR8HG6ir58u9U|,0.0,0.0,0.0,1,2,98.55,jFEsR8HG6ir58u9U,,,,
2025-09-05,SNS Ads,Moloco,app,android,US,bm|moloco|jrtRm6qYBVNifyzY|,0.0,0.0,0.0,2,2,64.94,jrtRm6qYBVNifyzY,,,,
2025-09-05,SNS Ads,Moloco,app,android,US,bm|moloco|TJTyybqmB5FROr4l|,0.0,0.0,0.0,7,9,718.28,TJTyybqmB5FROr4l,,,,
2025-09-05,SNS Ads,Moloco,app,android,FR,bm|moloco|HXhn6QKlWyUMQ1zS|,0.0,0.0,0.0,3,3,91.67,HXhn6QKlWyUMQ1zS,,,,
2025-09-05,SNS Ads,Moloco,app,android,US,bm|moloco|B9nx97yUEr0lJI7E|,0.0,0.0,0.0,6,17,584.09,B9nx97yUEr0lJI7E,,,,
2025-09-05,SNS Ads,Moloco,app,android,US,bm|moloco|Ru9KxuXpkF5aqAfe|,0.0,0.0,0.0,1,1,30.15,Ru9KxuXpkF5aqAfe,,,,
2025-09-06,SNS Ads,Moloco,app,android,FR,bm|moloco|HXhn6QKlWyUMQ1zS|,0.0,0.0,0.0,3,5,390.06,HXhn6QKlWyUMQ1zS,,,,
2025-09-06,SNS Ads,Moloco,app,android,UK,bm|moloco|HXhn6QKlWyUMQ1zS|,0.0,0.0,0.0,7,13,438.52,HXhn6QKlWyUMQ1zS,,,,
2025-09-06,SNS Ads,Moloco,app,android,US,bm|moloco|B9nx97yUEr0lJI7E|,0.0,0.0,0.0,2,2,54.41,B9nx97yUEr0lJI7E,,,,
2025-09-06,SNS Ads,Moloco,app,android,US,bm|moloco|R4nwmWa7AVFksyam|,0.0,0.0,0.0,1,1,89.6,R4nwmWa7AVFksyam,,,,
2025-09-06,SNS Ads,Moloco,app,android,US,bm|moloco|TJTyybqmB5FROr4l|,0.0,0.0,0.0,14,21,840.29,TJTyybqmB5FROr4l,,,,
2025-09-06,SNS Ads,Moloco,app,android,US,bm|moloco|jrtRm6qYBVNifyzY|,0.0,0.0,0.0,2,2,63.69,jrtRm6qYBVNifyzY,,,,
2025-09-06,SNS Ads,Moloco,app,android,US,bm|moloco|oyNH3jPWz3Fs9P5g|,0.0,0.0,0.0,1,1,49.44,oyNH3jPWz3Fs9P5g,,,,
2025-09-07,SNS Ads,Moloco,app,android,US,bm|moloco|kGXYLHJILNykMAMg|,0.0,0.0,0.0,1,1,46.19,kGXYLHJILNykMAMg,,,,
2025-09-07,SNS Ads,Moloco,app,android,US,bm|moloco|jrtRm6qYBVNifyzY|,0.0,0.0,0.0,1,1,25.97,jrtRm6qYBVNifyzY,,,,
2025-09-07,SNS Ads,Moloco,app,android,US,bm|moloco|jFEsR8HG6ir58u9U|,0.0,0.0,0.0,1,1,22.85,jFEsR8HG6ir58u9U,,,,
2025-09-07,SNS Ads,Moloco,app,android,US,bm|moloco|TJTyybqmB5FROr4l|,0.0,0.0,0.0,18,34,1473.65,TJTyybqmB5FROr4l,,,,
2025-09-07,SNS Ads,Moloco,app,android,UK,bm|moloco|HXhn6QKlWyUMQ1zS|,0.0,0.0,0.0,8,22,615.66,HXhn6QKlWyUMQ1zS,,,,
2025-09-07,SNS Ads,Moloco,app,android,US,bm|moloco|B9nx97yUEr0lJI7E|,0.0,0.0,0.0,6,11,390.71,B9nx97yUEr0lJI7E,,,,
2025-09-07,SNS Ads,Moloco,app,android,FR,bm|moloco|HXhn6QKlWyUMQ1zS|,0.0,0.0,0.0,1,3,102.9,HXhn6QKlWyUMQ1zS,,,,
2025-09-07,SNS Ads,Moloco,app,android,US,bm|moloco|R4nwmWa7AVFksyam|,0.0,0.0,0.0,1,1,34.55,R4nwmWa7AVFksyam,,,,
2025-09-08,SNS Ads,Moloco,app,android,US,bm|moloco|jFEsR8HG6ir58u9U|,0.0,0.0,0.0,1,1,3.35,jFEsR8HG6ir58u9U,,,,
2025-09-08,SNS Ads,Moloco,app,android,US,bm|moloco|jrtRm6qYBVNifyzY|,0.0,0.0,0.0,1,1,22.69,jrtRm6qYBVNifyzY,,,,
2025-09-08,SNS Ads,Moloco,app,android,US,bm|moloco|kGXYLHJILNykMAMg|,0.0,0.0,0.0,2,3,105.66,kGXYLHJILNykMAMg,,,,
